Title,Discription,Genre
Indagine su un cittadino al di sopra di ogni sospetto,rome itali after commit a heinou crime a senior polic offic expos evid incrimin him becaus hi moral commit prevent him from circumv the law and the social order it protect,"Drama, Thriller"
Como caído del cielo,return to earth as an imit the legendari mexican artist pedro infant must prove that he be no longer a woman to enter paradis,"Comedy, Drama, Music"
Det sjunde inseglet,when disillus swedish knight antonio block return home from the crusad to find hi countri in the grip of the black death he challeng death to a chess match for hi life torment by the belief that god do not exist block set off on a journey meet up with travel player of and hi wife mia and becom determin to evad death long enough to commit one redempt act while he still live,"Drama, Fantasy"
少年的你,a bulli teenag girl form an unlik friendship with a mysteri young man who protect her from her assail while she cop with the pressur of her final examin,Drama
Hacksaw Ridge,wait american armi medic desmond i doss who serv dure the battl of okinawa refus to kill peopl and becom the first conscienti objector in american histori to receiv the congression medal of honor,"Drama, History, War"
The Kid,a tramp care for a boy after he s abandon as a newborn by hi mother later the mother have a chang of heart and ach to be reunit with her son,"Comedy, Drama"
The Usual Suspects,hold in an la interrog room verbal kind attempt to convinc the fed that a mythic crime lord keyser some not onli exist but be also respons for draw him and hi four partner into a multimillion dollar heist that end with an explos in san pedro harbor i leav few survivor verbal lure hi interrog with an incred stori of the crime lord almost supernatur prowess,"Crime, Drama, Thriller"
Scener ur ett äktenskap,johan and mariann be marri and seem to have it all their happi howev be a facad for a troubl relationship which becom even rockier when johan admit that he s have an affair befor long the spous separ and move toward final their divorc but they make attempt at reconcil even as they pursu other relationship johan and mariann realiz that they have a signific bond but also mani issu that hinder that connect,"Drama, Romance"
Memento,leonard shelbi be track down the man who rap and murder hi wife the difficulti of locat hi wife killer howev be compound by the fact that he suffer from a rare untreat form of shorter memori loss although he can recal detail of life befor hi accid leonard can not rememb what happen fifteen minut ago where he s go or whi,"Mystery, Thriller"
Zack Snyder's Justice League,determin to ensur superman ultim sacrific be not in vain bruce wayn align forc with diana princ with plan to recruit a team of metahuman to protect the world from an approach threat of catastroph proport,"Action, Adventure, Fantasy"
東京物語,the elderli sukoshi and hi wife tomb take the long journey from their small seasid villag to visit their adult children in tokyo their elder son yoichi a doctor and their daughter shine a hairdress do nt have much time to spend with their age parent and so it fall to noriko the widow of their younger son who be kill in the war to keep her law compani,Drama
Doctor Who: The Day of the Doctor,in 2013 someth terribl be awaken in london nation galleri in 1562 a murder plot be afoot in elizabeth england and somewher in space an ancient battl reach it devast conclus all of realiti be at stake as the doctor own danger past come back to haunt him,"Adventure, Science Fiction"
僕のヒーローアカデミア THE MOVIE ヒーローズ：ライジング,class a visit nab island where they final get to do some real hero work the place be so peac that it more like a vacat i until there attack by a villain with an unfathom quirk hi power be eerili familiar and it look like shigaraki have a hand in the plan but with all might retir and citizen live on the line there s no time for question desu and hi friend be the next gener of hero and there the island onli hope,"Action, Adventure, Animation, Fantasy"
کفرناحوم,pain a 12yearold boy scrambl to surviv on the street of beirut sue hi parent for have bring him into such an unjust world where be a refuge with no document mean that your right can easili be deni,Drama
Django Unchained,with the help of a german bounti hunter a free slave set out to rescu hi wife from a brutal mississippi plantat owner,"Drama, Western"
Vertigo,a retir san francisco detect suffer from acrophobia investig the strang activ of an old friend wife all the while becom danger obsess with her,"Mystery, Romance, Thriller"
Сталкер,near a gray and unnam citi be the zone a place guard by barb wire and soldier and where the normal law of physic be victim to frequent anomali a stalker guid two men into the zone specif to an area in which deepseat desir be grant,"Drama, Science Fiction"
Togo,the untold true stori set in the winter of 1925 that take you across the treacher terrain of the alaskan tundra for an exhilar and uplift adventur that will test the strength courag and determin of one man leonard septal and hi lead sled dog togo,"Adventure, Family"
Casablanca,in casablanca morocco in decemb 1941 a cynic american expatri meet a former lover with unforeseen complic,"Drama, Romance"
Scarface,after get a green card in exchang for assassin a cuban govern offici toni montana stake a claim on the drug trade in miami vicious murder anyon who stand in hi way toni eventu becom the biggest drug lord in the state control nearli all the cocain that come through miami but increas pressur from the polic war with colombian drug cartel and hi own drugfuel paranoia serv to fuel the flame of hi eventu downfal,"Action, Crime, Drama"
The Departed,to take down south boston irish mafia the polic send in one of their own to infiltr the underworld not realiz the syndic have do likewis while an undercov cop curri favor with the mob kingpin a career crimin rise through the polic rank but both side soon discov there s a mole among them,"Crime, Drama, Thriller"
Guillermo del Toro's Pinocchio,dure the rise of fascism in mussolini itali a wooden boy bring magic to life struggl to live up to hi father expect,"Animation, Drama, Family, Fantasy"
Joker,dure the 1980 a fail standup comedian be drive insan and turn to a life of crime and chao in gotham citi while becom an infam psychopath crime figur,"Crime, Drama, Thriller"
